trick_name,capacity,siteswap,animation,tutorial,difficulty,source,description
4-count,,,https://vignette.wikia.nocookie.net/juggle/images/1/18/5_4count_200.gif,,,https://juggle.wikia.com/wiki/4-count,"         A 4-count (also called ""every others"") is a passing pattern where every fourth throw is a pass. This is a common pattern for passing 6 objects, with two people doing cascades and passing on every other right-hand throw. With 8 objects it can be done either entirely in the wimpy pattern , alternating between throwing a right hand pass and a left hand crossing throw, and then two crossing throws, or the two throws between passes can be non-crossing, so the pattern alternates between two throws of a wimpy pattern with one hand throwing to the other person, and two throws of a synch fountain . The second method is the one that would be used for rings and clubs since those props are not good for wimpy patterns. A 4-count for an odd number of objects is the same as a 4-count for the even number just below that number (including the way the hands are synchronized) except the passes are higher than the other throws (e.g. passed 5s and non-passed 3s for 7 objects, or passed 6s and non-passed 4s for 9 objects), and the two jugglers don't pass at the same time: one person's right hand throws a pass at the same time as the other person's right hand throws a non-passed throw. To start the pattern, the person holding more objects starts juggling by throwing a pass, and the other person makes their first throw (a pass) at the same time as the first person makes their third throw.     5 ball 4-count <(2x,4xp)|(2x,2x)><(2x,2x)|(2x,4xp)>   6 ball 4-count <3p|3p><3|3><3|3><3|3>   7 ball 4-count <5p|3><3|3><3|5p><3|3>     8 ball 4-count <(4x,4xp)|(4x,4xp)><(4,4)|(4,4)>   9 ball 4-count <(4x,6xp)|(4,4)><(4,4)|(4x,6xp)>   10 ball 4-count <5p|5p><5|5><5|5><5|5>     See also Edit  1-count  2-count  3-count  6-count     Retrieved from "" http://juggle.wikia.com/wiki/4-count?oldid=19659 ""     "
915,5,915,https://vignette.wikia.nocookie.net/juggle/images/e/e4/915_200.gif,,,https://juggle.wikia.com/wiki/915,"           915         Capacity    5     Period    3     Full period    18     Orbits    3     Composition    Prime     States    (Excited state) 1101101 (9) 101101001 (1) 11101001 (5)      Ladder diagram         Stack notation    514     Dual    Self-dual    915 is a symmetrical 5 object siteswap . The 9s are about four times as high as the 5s, which are the same height as the basic pattern juggled at the same speed. Each 5 should peak at the same time as the previous 9. This is an excited state siteswap, starting in the state 1101101. You can enter 915 from the basic pattern using the transition 667, 757, or 955, and go back to the basic pattern with the transition 24, 51, or 713:   ...5555555555 667 915915915915915 24 5555555555...    ...5555555555 955 915915915915915 51 5555555555...    ...5555555555 757 915915915915915 713 5555555555...    Video : 5 ball 915 run by Matthew Tiffany    Video : 5 ball 915 4 up 360 by Lewis Kennedy   Siteswap exercises Edit  You can use these exercises to practice the same kinds of throws and sequences of throws that are done in this pattern, before you learn the full pattern. Some of the siteswaps listed below are shortened to leave out parts where you’re not doing anything. Click on them to see animations of the exercises. You should practice doing these starting with your right hand and with your left hand, so that you will be ready to learn the full symmetrical pattern. Prerequisites: 561 , 714 , 95551  Exercises to prepare for 915 :  2 ball 91  2 ball 59  3 ball 491  3 ball 59  3 ball 49151  3 ball 5915  4 ball 59  4 ball 5591  4 ball 55915241   Variations Edit  a26  b37   b61   945  891  c15  948   771  753  933  b31       915 six rounds (12-4-10)  5 ball 915 by Steve Hoggan      Retrieved from "" http://juggle.wikia.com/wiki/915?oldid=21523 ""     "
"(6,4x)*",5,,https://vignette.wikia.nocookie.net/juggle/images/8/8e/64x_200.gif,,,"https://juggle.wikia.com/wiki/(6,4x)*","           (6,4x)(4x,6)    5 ball inverse popcorn     Capacity    5     Period    4     Full period    20     Orbits    1     Composition    Prime     States    (1,1)(1,1)(0,1) (6,4x) (1,1)(1,1)(1,0) (4x,6)      Ladder diagram         Stack notation    (5,4x)*     Dual    (6x,4)*     (6,4x)* , short for (6,4x)(4x,6) , is a symmetrical synchronous 5 object siteswap similar to (6x,4)* , but with the 4s crossing instead of the 6s crossing. Each time you throw, you throw two balls: The right hand does a high non-crossing throw (a 6), and the left hand does a low crossing throw (a 4x). Then the same throws are repeated, but with the left hand throwing a 6 and the right hand throwing a 4x. The high throws should be almost three times as high as the low throws. The simplest way to transition from a cascade to (6,4x)* is to make two crossing 6 ball height throws from one hand in the cascade : ...5555555555 6x56x1x (6,4x)(4x,6)(6,4x)(4x,6)(6,4x)... (The 1x is a very short pause in the pattern while holding a ball in the hand that would have thrown next after the second 6x.) To transition back to the cascade , do a pair of (6,4x) throws with the higher throw at 7 ball height (but still not crossing), and then a normal pair of (6,4x) throws: ...(4x,6)(6,4x)(4x,6)(6,4x)(4x,6) (7x,4x)(4x,6)(1x,5)! 5555555555... (The 7x is a non-crossing 7-height throw, and the (1x,5) is just the first cascade throw, while holding a ball in the other hand a little longer than usual. The exclamation mark means that there is no empty beat after the synchronous (1x,5) pair.)   Transition animation   You can switch between (6x,4)* and (6,4x)* at any time during the patterns, as long as you always alternate throwing two objects to the left and throwing two objects to the right. Most of the high throws for a 360 in a (6,4x)* pattern are pairs of (8,6x) throws, but for a 3-up or 5-up 360 , the first pair of high throws is (8,4x): a 3-up is (8,4x)(6x,8)(2,2) , and a 5-up is (8,4x)(6x,8)(8,6x)(0,0) . A 4-up 360 can be done with only (8,6x)s , without an (8,4x): (8,6x)(6x,8)(0,2) .  Siteswap exercises Edit  You can use these exercises to practice the same kinds of throws that are done in this pattern, before you learn the full pattern. Some of the siteswaps listed below are shortened to leave out parts where you’re not doing anything. Click on them to see animations of the exercises. You should practice doing these starting with your right hand and with your left hand, so that you will be ready to learn the full symmetrical pattern. Prerequisites: 5 ball cascade , (6,4x)(2x,4)*  Exercises to prepare for (6,4x)* :  2 ball (6,4x)(0,0)(6,0)  3 ball (6,4x)*  4 ball (6,4x)(2x,6)(4,2)*  4 ball (6,4x)(4x,6)(4,0)*       100 rounds of (6,4x)* on a... gunghäst!  5 ball (6,4x)* run by Patrick Pettersson    Variations Edit  5 ball column bounce   (6x,4)*  (6,4)  (6x,4x)  (6x,4)(6,4x)  (6x,4x)(4,6)  (6x,4)(6x,4x)*  (6x,4)(4,6)*  (6,4x)(6,4)*  (6,4x)(4x,6x)*   (6,4x)(2x,4)  (6,4x)(2,4x)   (8,4)*  (8x,4x)*  (8,6x)(4x,6)   (8x,6)*  (8,6x)*  (a,4x)*   (4,2x)(6,4x)(8,6x)*  (2x,0)(4,2x)(6,4x)(8,6x)(a,8x)*   (8,4x)(4,4)*  (8,4x)(4x,4x)*  (a,4x)(4,4)(4,4)*   (6,4x)(0,2x)  (8,6x)(0,2x)  (a,8x)(0,2x)   (a,8x)(4x,6)  (a,8x)(4x,6)(0,2x)*   825  852     Retrieved from "" http://juggle.wikia.com/wiki/(6,4x)*?oldid=21491 ""     "
"(6x,4)(2,4x)",4,,https://vignette.wikia.nocookie.net/juggle/images/4/4f/6x424x_200.gif,,,"https://juggle.wikia.com/wiki/(6x,4)(2,4x)","           (6x,4)(2,4x)         Capacity    4     Period    4     Full period    12     Orbits    2     Composition    Prime     States    (Ground state) (1,1)(1,1) (6x,4) (1,1)(0,1)(0,1) (2,4x)      Ladder diagram         Stack notation    (4x,4)(2,3x)     Dual    (6,4x)(2x,4)      Anagrams    (6x,4x)(4,2) ( time-reverse )       (6x,4)(2,4x)(4,6x)(4x,2)         Capacity    4     Period    8     Full period    24     Orbits    2     Composition    (6x,4)(2,4x) (4,6x)(4x,2)     States    (Ground state) (1,1)(1,1) (6x,4) (1,1)(0,1)(0,1) (2,4x) (1,1)(1,1) (4,6x) (1,1)(1,0)(1,0) (4x,2)      Ladder diagram         Stack notation    (4x,4)(2,3x)*     Dual    (6,4x)(2x,4)*      Anagrams    (6x,4)(2,4x)(4x,6x)(2,4) (6x,4)(2,4x)(6x,4)(2,4x)  (6x,4)(2,4x)(6x,4x)(4,2)  (6x,4x)(4,2)(4,6x)(4x,2)  (6x,4x)(4,2)(4x,6x)(2,4) ( time-reverse )  (6x,4x)(4,2)(6x,4)(2,4x)  (6x,4x)(4,2)(6x,4x)(4,2)     (6x,4)(2,4x) is a synchronous 4 object siteswap where a pair of throws from the 5 object pattern (6x,4)* is followed by a crossing throw at 4 object height, thrown by the same hand that did the first 4. The 6s should be almost three times as high as the 4s, which are the same height as the basic pattern . There are two versions of this pattern: in the asymmetrical version, all the (6x,4) pairs are thrown toward the same side of the pattern, and in the symmetrical version, (6x,4)(2,4x)(4,6x)(4x,2), or (6x,4)(2,4x)* for short, each 6x is thrown in the same direction as the previous 4x.  Siteswap exercises Edit  You can use these exercises to practice the same kinds of throws and sequences of throws that are done in this pattern, before you learn the full pattern. Some of the siteswaps listed below are shortened to leave out parts where you’re not doing anything. Click on them to see animations of the exercises. You should practice doing these starting with your right hand and with your left hand, so that you will be ready to learn the full symmetrical pattern. Prerequisites: 4  ball  fountain  Exercises to prepare for (6x,4)(2,4x)* :  1 ball 4x  1 ball 6x  2 ball (6x,4)  2 ball (6x,4)(0,0)(0,6x)  3 ball (4x,2)*  3 ball 6x  3 ball (6x,4)(2,0)(2,4x)  4 ball (6x,4)(2,4x)   Variations Edit  (6,4x)(2x,4)  (6x,4)(4,2x)  (6,4x)(4x,2)   (6x,4x)(4,2)  (6x,4x)(2x,4x)  (6,4)(4x,2x)  (6,4)(2,4)   (6x,4)*  (8x,6)(2,4x)  (8x,6)(4,6x)   David's dilemma     Retrieved from "" http://juggle.wikia.com/wiki/(6x,4)(2,4x)?oldid=19304 ""     "
Reverse_shoulder_throws,,,https://vignette.wikia.nocookie.net/juggle/images/a/a4/3_shoulders_200.gif,"https://www.youtube.com/watch?v=JVFbgXM6HvY,,,http://www.youtube.com/watch?feature=player_detailpage&amp;v=XLoFCDzll14#t=17s,,,",,https://juggle.wikia.com/wiki/Reverse_shoulder_throws,"           3 ball shoulder throws 3 ball reverse shoulder throws   4 ball shoulder throws 4 ball reverse shoulder throws  A reverse shoulder throw is a throw made in front of the body where the object is caught behind the back in either hand, after going back over the shoulder on the same side where it's caught. A reverse shoulder throw that is caught in the left hand goes back over the left shoulder, whether it was thrown with the right hand or the left hand. Reverse shoulder throws are also called lazies .  World records Edit  Reverse shoulder throw world records with publicly available video evidence:  3 balls : 2 minutes and 8 seconds by Noah Panitch in 2018 ( video ) 4 balls: 54 catches by Matan Presberg in 2017 ( video ) 5 balls: 40 catches by Chris Hodge in 2011 ( video )  5 rings : 48 catches by Alexander Kulakov in 2008 ( video ) 6 rings: 9 catches by Emmanuël Boissé Pinard in 2013 ( video )  3 clubs : 6 minutes and 13 seconds by Kenny Cheung in 2018 ( video ) 4 clubs: 135 catches by Kenny Cheung in 2018 ( video ) 5 clubs: 31 catches by Kenny Cheung in 2013 ( video )  Unverified claims:  5 balls: 52 catches by Chris Hodge in 2010 ( claim )      Tony Pezzo 4 club lazies pirouette  4 club 2 up 360 in lazies by Tony Pezzo        Three Club Lazies Tutorial  3 club lazies tutorial    See also Edit  Reversed patterns  Shoulder throws  Reverse backcrosses  Penguins  Lazy rolls     Retrieved from "" http://juggle.wikia.com/wiki/Reverse_shoulder_throws?oldid=21287 ""     "
94444,5,94444,https://vignette.wikia.nocookie.net/juggle/images/c/cd/94444_200.gif,"http://www.youtube.com/watch?v=MMLf9hqgCZ4&amp;t=1m17s,,,",,https://juggle.wikia.com/wiki/94444,"           94444    5 ball 1 high 4 low     Capacity    5     Period    5     Full period    25     Orbits    1     Composition    Prime     States    (Ground state) 11111 (9) 111100001 (4) 11110001 (4) 1111001 (4) 111101 (4)      Ladder diagram         Stack notation    54444     Dual    66661     94444 is a symmetrical 5 object siteswap where one object is thrown high, and the other four are juggled in a fountain underneath for four throws. This is a more advanced version of 744 . The 9 is four times as high as the cascade , and the 4s are half the height of the cascade.   5 ball 1 high 4 low 360 animation    Video : 5 ball 94444 run by Matthew Tiffany    Video : 5 club 94444 with lazies by Jack Denger   Siteswap exercises Edit  You can use these exercises to practice the same kinds of throws and sequences of throws that are done in this pattern, before you learn the full pattern. Some of the siteswaps listed below are shortened to leave out parts where you’re not doing anything. Click on them to see animations of the exercises. You should practice doing these starting with your right hand and with your left hand, so that you will be ready to learn the full symmetrical pattern. Prerequisites: 744  Exercises to prepare for 94444 :  1 ball 9  2 ball 94  2 ball 49  3 ball 9  3 ball 94  3 ball 491  3 ball 944  4 ball 942423  4 ball 934242  4 ball 944142  4 ball 944403   Variations Edit  a5555  b6666   a44444   aa4444  bbb4444   95353  95551  97333  97531   99444  94944  e4444   b94444   97  966  9555  933333       1 high 4 low 5 up 1080  5 ball 1 high 4 low 1080 by Lauge Benjaminsen - 3 spins under a higher version of 94444.      Retrieved from "" http://juggle.wikia.com/wiki/94444?oldid=19954 ""     "
885,7,885,https://vignette.wikia.nocookie.net/juggle/images/e/e0/885_200.gif,,,https://juggle.wikia.com/wiki/885,"           885    7 ball 2 high 1 low     Capacity    7     Period    3     Full period    21     Orbits    1     Composition    Prime     States    (Ground state) 1111111 (8) 11111101 (8) 11111011 (5)      Ladder diagram         Stack notation    775     Dual    966     885 is a symmetrical 7 object siteswap . The 8s are about 1 1/3 times as high as the cascade , and the 5s are a third of the height of the 8s. This is the 7 object version of 663 .   Video : 8 rounds of 7 ball 885 by Paweł Witczak   Siteswap exercises Edit  You can use these exercises to practice the same kinds of throws and sequences of throws that are done in this pattern, before you learn the full pattern. Some of the siteswaps listed below are shortened to leave out parts where you’re not doing anything. Click on them to see animations of the exercises. You should practice doing these starting with your right hand and with your left hand, so that you will be ready to learn the full symmetrical pattern. Prerequisites: 7 ball cascade , 663 , 855  Exercises to prepare for 885 :  2 ball 88  3 ball 885  4 ball 8851  5 ball 885  6 ball 882  6 ball 8853  6 ball 88538850  7 ball 8857   Variations Edit  996   9955  aa555   9995  aaaa5   b85  b58   8853  b885   834  867  a83   975   86  8884  88883  888882  8888881  88888880     Retrieved from "" http://juggle.wikia.com/wiki/885?oldid=19945 ""     "
1234567,4,1234567,https://vignette.wikia.nocookie.net/juggle/images/f/f2/1234567_200.gif,,,https://juggle.wikia.com/wiki/1234567,"           1234567    4 ball counting siteswap     Capacity    4     Period    7     Full period    14     Orbits    4     Composition    5...3 6...2 71 4      States    (Ground state) 1111 (5) 11101 (6) 110101 (7) 1010101 (1) 110101 (2) 11101 (3) 1111 (4)      Ladder diagram         Stack notation    1234444     Dual    Self-dual    1234567 is the 4 object version of the 3 object siteswap  12345 . It can be done starting with all the objects in one hand, or entered directly from the fountain by starting with the 5: ...44444444 56712345671234 44444444... The relative heights of the throws in this pattern are approximately 1 unit for the 3, 2 for the 4, 4 for the 5, 6 for the 6, and 9 for the 7.   Video : 4 ball 1234567 by Steve Hoggan   Siteswap exercises Edit  You can use these exercises to practice the same kinds of throws and sequences of throws that are done in this pattern, before you learn the full pattern. Some of the siteswaps listed below are shortened to leave out parts where you’re not doing anything. Click on them to see animations of the exercises. You should practice doing these starting with your right hand and with your left hand, so that you will be ready to learn the full symmetrical pattern. Prerequisites: 534 , 0123456  Exercises to prepare for 1234567 :  1 ball 7  2 ball 67  3 ball 7  3 ball 671  3 ball 567  4 ball 23456   Variations Edit  123456789   534  23456  012345678   34567  567   8234567  9345671  a456712  b567123  c671234  d712345  e123456   7362514 ( time-reverse )    Retrieved from "" http://juggle.wikia.com/wiki/1234567?oldid=19320 ""     "
960,5,960,https://vignette.wikia.nocookie.net/juggle/images/a/a9/960_200.gif,,,https://juggle.wikia.com/wiki/960,"           960         Capacity    5     Period    3     Full period    18     Orbits    3     Composition    Prime     States    (Excited state) 1101101 (9) 101101001 (6) 01101101 (0)      Ladder diagram         Stack notation    540     Dual    a41      Anagrams    906 ( time-reverse )    960 is a symmetrical 5 object siteswap with the same throwing rhythm as 660 : right-left-pause-left-right-pause... with a 1-beat pause between throws with the same hand. The 9s should be four times the height of the basic pattern juggled at the same speed, and about 2 1/2 times as high as the 6s. All the 6s all done with the same two objects. This is an excited state siteswap, starting in the state 1101101. You can go from the basic pattern to 960 using the transition 667, and back to the basic pattern with the transition 24:   ...5555555555 667 960960960960960 24 5555555555...   Siteswap exercises Edit  You can use these exercises to practice the same kinds of throws and sequences of throws that are done in this pattern, before you learn the full pattern. Some of the siteswaps listed below are shortened to leave out parts where you’re not doing anything. Click on them to see animations of the exercises. You should practice doing these starting with your right hand and with your left hand, so that you will be ready to learn the full symmetrical pattern. Prerequisites: 5  ball  cascade , 660 , 930  Exercises to prepare for 960 :  2 ball 96  3 ball 96  4 ball 96  4 ball 9629  4 ball 96296   Variations Edit  (6x,4)*   a71  b82   906   963  990  c60  993   726  942  807  b04     Retrieved from "" http://juggle.wikia.com/wiki/960?oldid=19644 ""     "
Five-handed_patterns,,,https://vignette.wikia.nocookie.net/juggle/images/c/c3/6_in_5_200.gif,,,https://juggle.wikia.com/wiki/Five-handed_patterns,"         Five-handed patterns can be done by passing between three people, with two of them using both hands and the other only using one hand, by passing between between four people, with one of them using both hands and the others each using one hand, or by passing between five people, with each of them only using one hand. There are five basic patterns for five-handed passing. In the patterns described below, every throw is the same height, the throws are continually made by the five hands in a certain order on an even rhythm, and each hand always throws to the next hand to the right, so the objects are slowly moving counter-clockwise as viewed from above.  For a number of objects that is one more than a multiple of five (6, 11, 16...): The order the hands throw in is counter-clockwise. Each throw is made by the next hand to the right of the hand that made the previous throw. For a number of objects that is two more than a multiple of five (7, 12, 17...): Each throw is made by the hand that is two hands to the left of the hand that made the previous throw. For a number of objects that is two less than a multiple of five (8, 13, 18...): Each throw is made by the hand that is two hands to the right of the hand that made the previous throw. For a number of objects that is one less than a multiple of five (9, 14, 19...): The order the hands throw in is clockwise. Each throw is made by the next hand to the left of the hand that made the previous throw. For a number of objects that is a multiple of five (10, 15, 20...): All five hands throw at the same time.     6 balls in 5 hands (a domino pattern )   7 balls in 5 hands   8 balls in 5 hands     9 balls in 5 hands   10 balls in 5 hands   11 balls in 5 hands   Another way to do five-handed patterns is for the hands to throw in the same order for all numbers, but throw to different hands depending on the number of objects. If the hands always throw in a counter-clockwise order, the hand that each hand throws to is...  For one more object than a multiple of 5: The next hand to the right. For two more objects than a multiple of 5: Two hands to the right. For two less objects than a multiple of 5: Two hands to the left. For one less object than a multiple of 5: The next hand to the left. For a multiple of 5: Itself.  See also Edit  One-handed patterns  Three-handed patterns  Seven-handed patterns     Retrieved from "" http://juggle.wikia.com/wiki/Five-handed_patterns?oldid=19464 ""     "
6451,4,6451,https://vignette.wikia.nocookie.net/juggle/images/b/b2/6451_200.gif,,,https://juggle.wikia.com/wiki/6451,"           6451         Capacity    4     Period    4     Full period    12     Orbits    2     Composition    Prime     States    (Ground state) 1111 (6) 111001 (4) 11011 (5) 10111 (1)      Ladder diagram         Stack notation    4341     Dual    7342      Anagrams    5641     6451 is an asymmetrical 4 object siteswap . It is one of the simplest siteswaps with 4 balls and a height ""6"" throw. 6451 is one of several variations of 5551 that can be constructed by replacing the "" 555 "" with a different period 3 ground state  5 object siteswap (in this case 645 ). The others are:  5641  6631  7441  7531   Siteswap exercises Edit  You can use these exercises to practice the same kinds of throws and sequences of throws that are done in this pattern, before you learn the full pattern. Some of the siteswaps listed below are shortened to leave out parts where you’re not doing anything. Click on them to see animations of the exercises. You should practice doing these starting with your right hand and with your left hand, so that you will be able to do the pattern on either side. Prerequisites: 5551 , 642  Exercises to prepare for 6451 :  2 ball 45  2 ball 516  3 ball 451  3 ball 5124  3 ball 6411  3 ball 645  3 ball 45161  3 ball 6051   Variations Edit  64514   5641  6631   7562  8673  9784   6455  8516  9164   645   96451       Siteswap of the Day -9 (Four club 6451)  4 club 6451 by Robert Wood      Retrieved from "" http://juggle.wikia.com/wiki/6451?oldid=19343 ""     "
999933,7,999933,https://vignette.wikia.nocookie.net/juggle/images/e/e3/999933_200.gif,,,https://juggle.wikia.com/wiki/999933,"           999933    7 ball 4 high 2 low     Capacity    7     Period    6     Full period    36     Orbits    3     Composition    Prime     States    (Ground state) 1111111 (9) 111111001 (9) 111110011 (9) 111100111 (9) 111001111 (3) 11101111 (3)      Ladder diagram         Stack notation    777733     Dual    bb5555      Anagrams    999393  993993     999933 is an asymmetrical 7 object siteswap similar to 7733 , but with four high throws per round. In this pattern all the throws cross, alternating between four throws almost twice as high as the basic pattern , and two very low three object cascade throws.   Video : 7 ball 999933 factory by Dan Wood    Video : 7 ball 999933 with the 3s behind the neck by Haavard Hvidsten   Siteswap exercises Edit  You can use these exercises to practice the same kinds of throws and sequences of throws that are done in this pattern, before you learn the full pattern. Some of the siteswaps listed below are shortened to leave out parts where you’re not doing anything. Click on them to see animations of the exercises. You should practice doing these starting with your right hand and with your left hand, so that you will be able to do the pattern on either side. Prerequisites: 9955 , 999333  Exercises to prepare for 999933 :  4 ball 9999  5 ball 9999  5 ball 99993  6 ball 9999  6 ball 999931  6 ball 9999330   Variations Edit  aaaa44   aaaaa33   999993   88883  aaaa333   966  9955  99944  99999911     Retrieved from "" http://juggle.wikia.com/wiki/999933?oldid=19970 ""     "
